Energy (eV),Efficiency %,Efficiency % Uncertainty
816.0,0.3467607880211611,0.05632309299154451
817.0,0.3474795926953227,0.056261137915358854
818.0,0.34819674702638886,0.056198987558186725
819.0,0.34891225210537974,0.05613664494032339
820.0,0.3496261090580843,0.05607411305753626
821.0,0.35033831904457646,0.056011394881200674
822.0,0.35104888325872297,0.05594849335843747
823.0,0.35175780292770237,0.055885411412249154
824.0,0.35246507931152765,0.05582215194165657
825.0,0.3531707137025724,0.05575871782183618
826.0,0.35387470742510285,0.0556951119042563
827.0,0.35457706183481313,0.05563133701681409
828.0,0.35527777831836277,0.055567395963972685
829.0,0.35597685829292475,0.055503291526897085
830.0,0.3566743032057304,0.055439026463591536
831.0,0.3573701145336267,0.05537460350903571
832.0,0.3580642937826279,0.055310025375321606
833.0,0.3587568424874819,0.05524529475178905
834.0,0.35944776221123237,0.05518041430516325
835.0,0.360137054544791,0.055115386679689536
836.0,0.36082472110651087,0.0550502144972701
837.0,0.3615107635417618,0.05498490035759984
838.0,0.36219518352251723,0.05491944683830145
839.0,0.3628779827469371,0.05485385649506114
840.0,0.3635591629389591,0.05478813186176392
841.0,0.36423872584789335,0.054722275450628306
842.0,0.36491667324801963,0.0546562897523412
843.0,0.3655930069381914,0.05459017723619237
844.0,0.3662677287414411,0.05452394035020865
845.0,0.3669408405045887,0.05445758152128785
846.0,0.3676123440978589,0.05439110315533269
847.0,0.3682822414144968,0.05432450763738371
848.0,0.3689505343703886,0.054257797331752865
849.0,0.36961722490369087,0.05419097458215567
850.0,0.37028231497445524,0.054124041711844456
851.0,0.37094580656426385,0.054057001023739844
852.0,0.3716077016758662,0.05398985480056246
853.0,0.37226800233281937,0.05392260530496475
854.0,0.37292671057913007,0.05385525477966189
855.0,0.37358382847890387,0.05378780544756242
856.0,0.3742393581159978,0.05372025951189815
857.0,0.37489330159367146,0.053652619156354844
858.0,0.3755456610342492,0.053584886545201216
859.0,0.37619643857877827,0.053517063823417976
860.0,0.376845636386699,0.05344915311682662
861.0,0.37749325663550787,0.05338115653221809
862.0,0.37813930152043407,0.05331307615748007
863.0,0.3787837732541138,0.05324491406172448
864.0,0.37942667406626823,0.05317667229541483
865.0,0.3800680062033878,0.05310835289049218
866.0,0.38070777192841687,0.05303995786050196
867.0,0.3813459735204425,0.052971489200718695
868.0,0.3819826132743877,0.05290294888827201
869.0,0.3826176935007055,0.05283433888227047
870.0,0.38325121652508,0.05276566112392684
871.0,0.38388318468812627,0.052696917536680606
872.0,0.3845136003450972,0.052628110026322034
873.0,0.38514246586559,0.052559240481114766
874.0,0.3857697836332593,0.05249031077191781
875.0,0.38639555604553094,0.05242132275230782
876.0,0.38701978551332017,0.052352278258699654
877.0,0.3876424744607506,0.052283179110467634
878.0,0.38826362532488184,0.05221402711006535
879.0,0.38888324055542967,0.0521448240431461
880.0,0.38950132261450404,0.05207557167868135
881.0,0.3901178739763353,0.052006271769079335
882.0,0.39073289712701087,0.05193692605030407
883.0,0.39134639456421677,0.051867536241992196
884.0,0.39195836879697654,0.05179810404757005
885.0,0.39256882234539486,0.05172863115437063
886.0,0.39317775774040653,0.05165911923374939
887.0,0.393785177523526,0.05158956994119975
888.0,0.39439108424659836,0.05151998491646773
889.0,0.3949954804715563,0.051450365783666824
890.0,0.39559836877017873,0.0513807141513913
891.0,0.3961997517238499,0.05131103161282996
892.0,0.3967996319233253,0.05124131974587814
893.0,0.39739801196849406,0.05117158011325096
894.0,0.3979948944681535,0.05110181426259378
895.0,0.398590282039776,0.05103202372659393
896.0,0.399184177309284,0.050962210023091155
897.0,0.39977658291082896,0.05089237465518715
898.0,0.40036750148656797,0.05082251911135541
899.0,0.4009569356864469,0.05075264486554965
900.0,0.4015448523923458,0.0506827749857068
901.0,0.40212300368703585,0.05061790151871172
902.0,0.4026997245824521,0.050553000424226786
903.0,0.4032750178820033,0.0504880730920847
904.0,0.40384888639632766,0.05042312089916518
905.0,0.40442133294310345,0.05035814520948924
906.0,0.40499236034686537,0.05029314737431217
907.0,0.40556197143882133,0.05022812873221691
908.0,0.4061301690566746,0.05016309060920584
909.0,0.40669695604444217,0.05009803431879353
910.0,0.40726233525228245,0.05003296116209727
911.0,0.4078263095363176,0.0499678724279288
912.0,0.4083888817584645,0.04990276939288438
913.0,0.4089500547862633,0.049837653321434354
914.0,0.40950983149270936,0.04977252546601385
915.0,0.410068214756087,0.04970738706711045
916.0,0.4106252074598073,0.04964223935335325
917.0,0.4111808124922437,0.049577083541600925
918.0,0.4117350327465731,0.04951192083702909
919.0,0.4122878711206166,0.049446752433217306
920.0,0.41283933051668426,0.04938157951223571
921.0,0.4133894138414203,0.04931640324473105
922.0,0.41393812400564983,0.04925122479001162
923.0,0.41448546392422797,0.04918604529613342
924.0,0.41503143651589064,0.04912086589998395
925.0,0.41557604470310955,0.04905568772736625
926.0,0.4161192914119433,0.04899051189308282
927.0,0.41666117957189536,0.04892533950101855
928.0,0.41720171211577256,0.048860171644223245
929.0,0.4177408919795437,0.048795009404994066
930.0,0.41827872210220274,0.04872985385495653
931.0,0.41881520542562956,0.04866470605514633
932.0,0.4193503448944563,0.04859956705608964
933.0,0.41988414345593383,0.04853443789788339
934.0,0.4204166040598001,0.04846931961027473
935.0,0.4209477296581484,0.04840421321274068
936.0,0.4214775232053001,0.04833911971456662
937.0,0.422005987657679,0.0482740401149241
938.0,0.4225331259736816,0.04820897540294952
939.0,0.4230589411135573,0.048143926557820765
940.0,0.42358343603928394,0.04807889454883425
941.0,0.4241066137144482,0.04801388033548119
942.0,0.42462847710412654,0.04794888486752333
943.0,0.4251490291747647,0.04788390908506859
944.0,0.42566827289406445,0.04781895391864627
945.0,0.4261862112308688,0.0477540202892805
946.0,0.42670284715504503,0.04768910910856541
947.0,0.4272181836373779,0.04762422127873758
948.0,0.4277322236494554,0.047559357692750055
949.0,0.4282449701635613,0.047494519234344175
950.0,0.42875642615256565,0.04742970677812236
951.0,0.4292665945898225,0.04736492118961893
952.0,0.4297754784490606,0.04730016332537228
953.0,0.4302830807042829,0.04723543403299477
954.0,0.4307894043296624,0.04717073415124352
955.0,0.43129445229944213,0.0471060645100902
956.0,0.43179822758783587,0.04704142593079034
957.0,0.43230073316893086,0.046976819225951774
958.0,0.4328019720165871,0.04691224519960407
959.0,0.4333019471043463,0.046847704647265974
960.0,0.43380066140533496,0.0467831983560129
961.0,0.4342981178921717,0.046718727104544354
962.0,0.434794319536875,0.04665429166325052
963.0,0.4352892693107742,0.04658989279427831
964.0,0.43578297018441675,0.04652553125159762
965.0,0.43627542512748424,0.04646120778106629
966.0,0.4367666371087016,0.046396923120495155
967.0,0.4372566090957534,0.04633267799971267
968.0,0.43774534405519855,0.04626847314062886
969.0,0.43823284495238646,0.046204309257298855
970.0,0.4387191147513744,0.04614018705598646
971.0,0.4392041564148481,0.046076107235226364
972.0,0.4396879729040379,0.04601207048588728
973.0,0.44017056717864456,0.04594807749123278
974.0,0.4406519421967571,0.04588412892698393
975.0,0.44113210091477717,0.04582022546137983
976.0,0.4416110462873446,0.045756367755238156
977.0,0.442088781267262,0.04569255646201554
978.0,0.44256530880541955,0.04562879222786771
979.0,0.4430406318507232,0.0455650756917088
980.0,0.4435147533500245,0.04550140748526971
981.0,0.4439876762480495,0.045437788233157465
982.0,0.4444594034873262,0.045374218552913424
983.0,0.44492993800812003,0.04531069905507062
984.0,0.44539928274836377,0.045247230343211584
985.0,0.44586744064359163,0.04518381301402485
986.0,0.44633441462687407,0.04512044765736202
987.0,0.4468002076287515,0.04505713485629394
988.0,0.4472648225771726,0.04499387518716589
989.0,0.4477282623974294,0.044930669219654086
990.0,0.4481905300120972,0.04486751751681957
991.0,0.44865162834097255,0.04480442063516358
992.0,0.44911156030101285,0.04474137912468166
993.0,0.44957032880627895,0.044678393528917136
994.0,0.4500279367678731,0.0446154643850154
995.0,0.4504843870938862,0.044552592223775965
996.0,0.45093968268933843,0.04448977756970605
997.0,0.4513938264561233,0.044427020941072745
998.0,0.451846821292954,0.04436432284995457
999.0,0.4522986700953092,0.044301683802293504
1000.0,0.4527493757553787,0.04423910429794605
1001.0,0.4532343432282949,0.044170891513038255
1002.0,0.45371816890304056,0.04410271802200563
1003.0,0.45420068757724175,0.0440346114624883
1004.0,0.454681902377856,0.043966572444874306
1005.0,0.4551618164259246,0.04389860157162863
1006.0,0.45564043283649924,0.04383069943736428
1007.0,0.4561177547185753,0.04376286662891162
1008.0,0.4565937851750266,0.043695103725387055
1009.0,0.45706852730253617,0.04362741129826253
1010.0,0.4575419841915351,0.04355978991143263
1011.0,0.45801415892613767,0.04349224012128286
1012.0,0.45848505458407746,0.043424762476756605
1013.0,0.4589546742366491,0.043357357519421484
1014.0,0.4594230209486491,0.043290025783535475
1015.0,0.4598900977783122,0.04322276779611281
1016.0,0.46035590777725927,0.04315558407698878
1017.0,0.4608204539904373,0.04308847513888424
1018.0,0.46128373945606693,0.04302144148746975
1019.0,0.46174576720558486,0.04295448362142967
1020.0,0.4622065402635931,0.042887602032524806
1021.0,0.46266606164780627,0.04282079720565505
1022.0,0.46312433436900025,0.04275406961892191
1023.0,0.4635813614309619,0.04268741974369011
1024.0,0.464037145830442,0.0426208480446485
1025.0,0.46449169055710404,0.042554354979871284
1026.0,0.46494499859347993,0.042487941000878444
1027.0,0.46539707291492427,0.04242160655269466
1028.0,0.4658479164895673,0.04235535207390992
1029.0,0.4662975322782736,0.0422891779967375
1030.0,0.46674592323459624,0.04222308474707315
1031.0,0.4671930923047371,0.0421570727445526
1032.0,0.46763904242750565,0.042091142402609534
1033.0,0.4680837765342781,0.04202529412853233
1034.0,0.4685272975489588,0.04195952832352104
1035.0,0.46896960838794105,0.041893845382743974
1036.0,0.46941071196007206,0.04182824569539251
1037.0,0.4698506111666149,0.0417627296447376
1038.0,0.4702893089012117,0.041697297608184164
1039.0,0.47072680804985356,0.04163194995732554
1040.0,0.47116311149084195,0.04156668705799796
1041.0,0.4715982220947593,0.041501509270333845
1042.0,0.4720321427244345,0.041436416948815585
1043.0,0.4724648762349143,0.04137141044232774
1044.0,0.4728964254734317,0.04130649009420997
1045.0,0.47332679327937666,0.04124165624230888
1046.0,0.4737559824842672,0.04117690921902954
1047.0,0.4741839959117222,0.04111224935138705
1048.0,0.47461083637743406,0.041047676961056906
1049.0,0.4750365066891437,0.04098319236442557
1050.0,0.47546100964661375,0.040918795872640544
1051.0,0.47588434804160373,0.04085448779166009
1052.0,0.47630652465784795,0.04079026842230216
1053.0,0.4767275422710309,0.040726138060293286
1054.0,0.4771474036487667,0.040662096996317294
1055.0,0.4775661115505748,0.040598145516063076
1056.0,0.47798366872786185,0.04053428390027237
1057.0,0.4784000779239013,0.04047051242478699
1058.0,0.47881534187381186,0.040406831360596016
1059.0,0.4792294633045412,0.040343240973881846
1060.0,0.47964244493484826,0.040279741526066684
1061.0,0.4800542894752835,0.040216333273858436
1062.0,0.4804649996281755,0.04015301646929594
1063.0,0.48087457808761197,0.040089791359794236
1064.0,0.4812830275394285,0.04002665818818885
1065.0,0.48169035066118937,0.03996361719278077
1066.0,0.48209655012217884,0.03990066860737974
1067.0,0.4825016285833834,0.039837812661348705
1068.0,0.48290558869748257,0.03977504957964645
1069.0,0.4833084331088345,0.03971237958287071
1070.0,0.48371016445346815,0.039649802887300835
1071.0,0.48411078535906854,0.03958731970494006
1072.0,0.48451029844496996,0.039524930243557195
1073.0,0.48490870632214533,0.039462634706728644
1074.0,0.48530601159319736,0.039400433293879086
1075.0,0.485702216852351,0.03933832620032271
1076.0,0.4860973246854452,0.039276313617303715
1077.0,0.48649133766992636,0.039214395732036375
1078.0,0.48688425837484184,0.03915257272774535
1079.0,0.4872760893608351,0.03909084478370453
1080.0,0.4876668331801376,0.03902921207527721
1081.0,0.4880564923765673,0.03896767477395446
1082.0,0.4884450694855233,0.038906233047393594
1083.0,0.4888325670339815,0.038844887059456774
1084.0,0.4892189875404929,0.03878363697024909
1085.0,0.48960433351517935,0.03872248293615619
1086.0,0.4899886074597333,0.038661425109881006
1087.0,0.4903718118674163,0.03860046364048172
1088.0,0.49075394922305504,0.038539598673408164
1089.0,0.4911350220030461,0.038478830350537715
1090.0,0.49151503267535057,0.038418158810212655
1091.0,0.4918939836994981,0.03835758418727483
1092.0,0.49227187752658735,0.03829710661310164
1093.0,0.4926487165992862,0.038236726215641476
1094.0,0.4930245033518347,0.038176443119448705
1095.0,0.49339924021004816,0.03811625744571771
1096.0,0.4937729295913187,0.038056169312318165
1097.0,0.49414557390461894,0.03799617883382859
1098.0,0.4945171755505075,0.0379362861215699
1099.0,0.4948877369211305,0.03787649128363989
1100.0,0.49525726040022816,0.0378167944249457
1101.0,0.4956257483631404,0.037757195647236785
1102.0,0.49599320317680984,0.03769769504913825
1103.0,0.4963596271997922,0.037638292726182285
1104.0,0.4967250227822572,0.037578988770841586
1105.0,0.497089392266,0.037519783272560205
1106.0,0.49745273798444734,0.037460676317785366
1107.0,0.4978150622626626,0.03740166798999943
1108.0,0.49817636741735805,0.03734275836975004
1109.0,0.4985366557569007,0.037283947534681686
1110.0,0.4988959295813206,0.037225235559566215
1111.0,0.499254191182323,0.03716662251633238
1112.0,0.49961144284329445,0.03710810847409708
1113.0,0.4999676868393157,0.0370496934991943
1114.0,0.5003229254371704,0.036991377655204855
1115.0,0.5006771608953559,0.03693316100298574
1116.0,0.501030395464095,0.036875043600699604
1117.0,0.5013826313853478,0.036817025503842346
1118.0,0.5017338708928217,0.03675910676527311
1119.0,0.5020841162119851,0.03670128743524186
1120.0,0.5024333695600799,0.036643567561417255
1121.0,0.5027816331461329,0.036585947188915224
1122.0,0.50312890917097,0.0365284263603258
1123.0,0.5034751998272302,0.036471005115740765
1124.0,0.503820507299378,0.03641368349278123
